title,date,severity,summary,link,year
Unsafe Deserialization in jackson-databind,2021-11-19 20:13:06+00:00,High,"CVE-2020-36186was published
                        forcom.fasterxml.jackson.core:jackson-databind(Maven)Nov 19, 2021",https://github.com/advisories/GHSA-v585-23hc-c647,2021
Improper Preservation of Permissions in github.com/cloudflare/cfrpki/cmd/octorpki,2021-11-19 19:34:26+00:00,Moderate,"CVE-2021-3978was published
                        forgithub.com/cloudflare/cfrpki/cmd/octorpki(Go)Nov 19, 2021",https://github.com/advisories/GHSA-3pqh-p72c-fj85,2021
Authentication Bypass by CSRF Weakness,2021-11-18 20:15:35+00:00,Critical,"GHSA-gpqc-4pp7-5954was published
                        forspree_auth_devise(RubyGems)Nov 18, 2021",https://github.com/advisories/GHSA-gpqc-4pp7-5954,2021
Clarify Content-Type handling,2021-11-18 16:13:08+00:00,Low,"CVE-2021-41190was published
                        forgithub.com/opencontainers/distribution-spec(Go)Nov 18, 2021",https://github.com/advisories/GHSA-mc8v-mgrf-8f4m,2021
Ambiguous OCI manifest parsing,2021-11-18 16:08:58+00:00,Low,"GHSA-5j5w-g665-5m35was published
                        forgithub.com/containerd/containerd(Go)Nov 18, 2021",https://github.com/advisories/GHSA-5j5w-g665-5m35,2021
Clarify `mediaType` handling,2021-11-18 16:02:41+00:00,Low,"GHSA-77vh-xpmg-72qhwas published
                        forgithub.com/opencontainers/image-spec(Go)Nov 18, 2021",https://github.com/advisories/GHSA-77vh-xpmg-72qh,2021
Cross-Site Request Forgery allowing sending of test emails and generation of node auto-deployment keys,2021-11-18 15:46:57+00:00,Moderate,"CVE-2021-41273was published
                        forpterodactyl/panel(Composer)Nov 18, 2021",https://github.com/advisories/GHSA-wwgq-9jhf-qgw6,2021
Cross-Site Request Forgery in PiranhaCMS,2021-11-17 23:42:40+00:00,High,"CVE-2021-25976was published
                        forPiranha(NuGet)Nov 17, 2021",https://github.com/advisories/GHSA-ppq7-88c7-q879,2021
Improper Authentication in Apache ShenYu Admin,2021-11-17 23:15:30+00:00,Critical,"CVE-2021-37580was published
                        fororg.apache.shenyu:shenyu-admin(Maven)Nov 17, 2021",https://github.com/advisories/GHSA-vpfp-5gwq-g533,2021
HTML comments vulnerability allowing to execute JavaScript code,2021-11-17 21:58:25+00:00,High,"CVE-2021-41165was published
                        forckeditor4(npm)Nov 17, 2021",https://github.com/advisories/GHSA-7h26-63m7-qhf2,2021
Advanced Content Filter (ACF) vulnerability allowing to execute JavaScript code using malformed HTML,2021-11-17 21:55:10+00:00,High,"CVE-2021-41164was published
                        forckeditor4(npm)Nov 17, 2021",https://github.com/advisories/GHSA-pvmx-g8h5-cprj,2021
Withdrawn: Laravel Framework does not sufficiently block the upload of executable PHP content.,2021-11-16 23:40:08+00:00,Moderate,"CVE-2021-43617was published
                        forlaravel/framework(Composer)Nov 16, 2021•withdrawn",https://github.com/advisories/GHSA-364w-9g92-3grq,2021
Prototype Pollution via file load in aws-sdk and @aws-sdk/shared-ini-file-loader,2021-11-16 21:26:43+00:00,High,"CVE-2020-28472was published
                        for@aws-sdk/shared-ini-file-loader(npm)Nov 16, 2021",https://github.com/advisories/GHSA-rrc9-gqf8-8rwg,2021
Improper Input Validation in fruity,2021-11-16 17:26:47+00:00,High,"CVE-2021-43620was published
                        forfruity(Rust)Nov 16, 2021",https://github.com/advisories/GHSA-h352-g5vw-3926,2021
DBAL 3 SQL Injection Security Vulnerability,2021-11-16 17:25:57+00:00,Critical,"CVE-2021-43608was published
                        fordoctrine/dbal(Composer)Nov 16, 2021",https://github.com/advisories/GHSA-r7cj-8hjg-x622,2021
Cross-site scripting (XSS) from image block content in the site frontend,2021-11-16 17:04:41+00:00,Moderate,"CVE-2021-41258was published
                        forgetkirby/cms(Composer)Nov 16, 2021",https://github.com/advisories/GHSA-cq58-r77c-5jjw,2021
Cross-site scripting (XSS) from writer field content in the site frontend,2021-11-16 17:04:19+00:00,Moderate,"CVE-2021-41252was published
                        forgetkirby/cms(Composer)Nov 16, 2021",https://github.com/advisories/GHSA-x7j7-qp7j-hw3q,2021
Regular expression denial of service vulnerability (ReDoS) in date,2021-11-16 00:32:30+00:00,High,"CVE-2021-41817was published
                        fordate(RubyGems)Nov 16, 2021",https://github.com/advisories/GHSA-qg54-694p-wgpp,2021
ERC1155Supply vulnerability in OpenZeppelin Contracts,2021-11-15 23:28:18+00:00,Low,"GHSA-wmpv-c2jp-j2xgwas published
                        for@openzeppelin/contracts(npm)Nov 15, 2021",https://github.com/advisories/GHSA-wmpv-c2jp-j2xg,2021
Critical vulnerability found in cron-utils,2021-11-15 23:27:11+00:00,Critical,"CVE-2021-41269was published
                        forcom.cronutils:cron-utils(Maven)Nov 15, 2021",https://github.com/advisories/GHSA-p9m8-27x8-rg87,2021
twill is vulnerable to Cross-Site Request Forgery (CSRF),2021-11-15 23:19:26+00:00,Moderate,"CVE-2021-3932was published
                        forarea17/twill(Composer)Nov 15, 2021",https://github.com/advisories/GHSA-f99g-pg48-wrfc,2021
snipe-it is vulnerable to Cross-Site Request Forgery (CSRF),2021-11-15 23:19:09+00:00,Moderate,"CVE-2021-3931was published
                        forsnipe/snipe-it(Composer)Nov 15, 2021",https://github.com/advisories/GHSA-533p-cp2g-99wp,2021
bookstack is vulnerable to Unrestricted Upload of File with Dangerous Type,2021-11-15 23:17:37+00:00,High,"CVE-2021-3915was published
                        forssddanbrown/bookstack(Composer)Nov 15, 2021",https://github.com/advisories/GHSA-w2f4-hxpm-mq98,2021
Authentication bypass issue in the Operator Console,2021-11-15 23:16:49+00:00,High,"CVE-2021-41266was published
                        forgithub.com/minio/console(Go)Nov 15, 2021",https://github.com/advisories/GHSA-4999-659w-mq36,2021
Rails Multisite secure/signed cookies share secrets between sites in a multi-site application,2021-11-15 17:54:01+00:00,Moderate,"CVE-2021-41263was published
                        forrails_multisite(RubyGems)Nov 15, 2021",https://github.com/advisories/GHSA-844m-cpr9-jcmh,2021
Improper Input Validation in pip,2021-11-15 17:45:01+00:00,Moderate,"CVE-2021-3572was published
                        forpip(pip)Nov 15, 2021",https://github.com/advisories/GHSA-5xp3-jfq3-5q8x,2021
Improper Verification of Communication Channel in @theia/plugin-ext,2021-11-15 17:40:51+00:00,Moderate,"CVE-2021-41038was published
                        for@theia/plugin-ext(npm)Nov 15, 2021",https://github.com/advisories/GHSA-w6v7-w58j-pg5r,2021
Cross-site Scripting in pegasus/google-for-jobs,2021-11-15 17:39:18+00:00,Moderate,"CVE-2021-43561was published
                        forpegasus/google-for-jobs(Composer)Nov 15, 2021",https://github.com/advisories/GHSA-hfm8-2q22-h7hv,2021
Unrestricted access to predictable file paths in hov/jobfair,2021-11-15 17:36:22+00:00,High,"CVE-2021-43564was published
                        forhov/jobfair(Composer)Nov 15, 2021",https://github.com/advisories/GHSA-43g8-79x3-j898,2021
Privilege escalation to cluster admin on multi-tenant environments,2021-11-15 17:35:33+00:00,High,"CVE-2021-41254was published
                        forgithub.com/fluxcd/kustomize-controller(Go)Nov 15, 2021",https://github.com/advisories/GHSA-35rf-v2jv-gfg7,2021
Memory exhaustion in routinator,2021-11-11 00:55:08+00:00,High,"CVE-2021-43174was published
                        forroutinator(Rust)Nov 11, 2021",https://github.com/advisories/GHSA-6mv9-qcx2-3hh3,2021
Improper Verification of Cryptographic Signature in starkbank-ecdsa,2021-11-10 20:58:42+00:00,Critical,"CVE-2021-43571was published
                        forstarkbank-ecdsa(npm)Nov 10, 2021",https://github.com/advisories/GHSA-q9q6-f556-gpm7,2021
OctoRPKI crashes when processing GZIP bomb returned via malicious repository,2021-11-10 20:39:23+00:00,Moderate,"CVE-2021-3912was published
                        forgithub.com/cloudflare/cfrpki(Go)Nov 10, 2021",https://github.com/advisories/GHSA-g9wh-3vrx-r7hg,2021
Infinite certificate chain depth results in OctoRPKI running forever,2021-11-10 20:38:53+00:00,Moderate,"CVE-2021-3908was published
                        forgithub.com/cloudflare/cfrpki/cmd/octorpki(Go)Nov 10, 2021",https://github.com/advisories/GHSA-g5gj-9ggf-9vmq,2021
Infinite open connection causes OctoRPKI to hang forever,2021-11-10 20:15:44+00:00,Moderate,"CVE-2021-3909was published
                        forgithub.com/cloudflare/cfrpki/cmd/octorpki(Go)Nov 10, 2021",https://github.com/advisories/GHSA-8cvr-4rrf-f244,2021
NUL character in ROA causes OctoRPKI to crash,2021-11-10 20:15:06+00:00,High,"CVE-2021-3910was published
                        forgithub.com/cloudflare/cfrpki(Go)Nov 10, 2021",https://github.com/advisories/GHSA-5mxh-2qfv-4g7j,2021
Arbitrary filepath traversal via URI injection,2021-11-10 20:08:29+00:00,High,"CVE-2021-3907was published
                        forgithub.com/cloudflare/cfrpki(Go)Nov 10, 2021",https://github.com/advisories/GHSA-cqh2-vc2f-q4fh,2021
Misconfigured IP address field in ROA leads to OctoRPKI crash,2021-11-10 19:56:04+00:00,Moderate,"CVE-2021-3911was published
                        forgithub.com/cloudflare/cfrpki(Go)Nov 10, 2021",https://github.com/advisories/GHSA-w6ww-fmfx-2x22,2021
Template injection in thymeleaf-spring5,2021-11-10 19:52:33+00:00,Critical,"CVE-2021-43466was published
                        fororg.thymeleaf:thymeleaf-spring5(Maven)Nov 10, 2021",https://github.com/advisories/GHSA-qcj6-jqrg-4wp2,2021
Request injection in Spring Cloud Gateway,2021-11-10 19:45:02+00:00,Moderate,"CVE-2021-22051was published
                        fororg.springframework.cloud:spring-cloud-gateway(Maven)Nov 10, 2021",https://github.com/advisories/GHSA-2r2v-q399-qq93,2021
Incomplete validation in boosted trees code,2021-11-10 19:37:56+00:00,Critical,"CVE-2021-41208was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-57wx-m983-2f88,2021
Crash in `tf.math.segment_*` operations,2021-11-10 19:36:50+00:00,Moderate,"CVE-2021-41195was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-cq76-mxrc-vchh,2021
Crash in `max_pool3d` when size argument is 0 or negative,2021-11-10 19:36:21+00:00,Moderate,"CVE-2021-41196was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-m539-j985-hcr8,2021
Crashes due to overflow and `CHECK`-fail in ops with large tensor shapes,2021-11-10 19:35:35+00:00,Moderate,"CVE-2021-41197was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-prcg-wp5q-rv7p,2021
Overflow/crash in `tf.tile` when tiling tensor is large,2021-11-10 19:33:58+00:00,Moderate,"CVE-2021-41198was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-2p25-55c9-h58q,2021
Overflow/crash in `tf.image.resize` when size is large,2021-11-10 19:33:24+00:00,Moderate,"CVE-2021-41199was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-5hx2-qx8j-qjqm,2021
Incomplete validation in `tf.summary.create_file_writer`,2021-11-10 19:31:16+00:00,Moderate,"CVE-2021-41200was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-gh8h-7j2j-qv4f,2021
Unitialized access in `EinsumHelper::ParseEquation`,2021-11-10 19:17:43+00:00,High,"CVE-2021-41201was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-j86v-p27c-73fm,2021
Overflow/crash in `tf.range`,2021-11-10 19:13:16+00:00,Moderate,"CVE-2021-41202was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-xrqm-fpgr-6hhx,2021
Missing validation during checkpoint loading,2021-11-10 19:12:46+00:00,High,"CVE-2021-41203was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-7pxj-m4jf-r6h2,2021
Segfault while copying constant resource tensor,2021-11-10 19:12:14+00:00,Moderate,"CVE-2021-41204was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-786j-5qwq-r36x,2021
Heap OOB read in all `tf.raw_ops.QuantizeAndDequantizeV*` ops,2021-11-10 19:04:25+00:00,High,"CVE-2021-41205was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-49rx-x2rw-pc6f,2021
Incomplete validation of shapes in multiple TF ops,2021-11-10 19:03:38+00:00,High,"CVE-2021-41206was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-pgcq-h79j-2f69,2021
FPE in `ParallelConcat`,2021-11-10 19:02:57+00:00,Moderate,"CVE-2021-41207was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-7v94-64hj-m82h,2021
FPE in convolutions with zero size filters,2021-11-10 19:02:17+00:00,Moderate,"CVE-2021-41209was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-6hpv-v2rx-c5g6,2021
Heap OOB read in `tf.raw_ops.SparseCountSparseOutput`,2021-11-10 19:01:44+00:00,High,"CVE-2021-41210was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-m342-ff57-4jcc,2021
Heap OOB in shape inference for `QuantizeV2`,2021-11-10 19:01:03+00:00,High,"CVE-2021-41211was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-cvgx-3v3q-m36c,2021
Heap OOB read in `tf.ragged.cross`,2021-11-10 19:00:31+00:00,High,"CVE-2021-41212was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-fr77-rrx3-cp7g,2021
Deadlock in mutually recursive `tf.function` objects,2021-11-10 18:59:32+00:00,Moderate,"CVE-2021-41213was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-h67m-xg8f-fxcf,2021
Reference binding to `nullptr` in `tf.ragged.cross`,2021-11-10 18:58:16+00:00,High,"CVE-2021-41214was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-vwhq-49r4-gj9v,2021
Null pointer exception in `DeserializeSparse`,2021-11-10 18:57:45+00:00,Moderate,"CVE-2021-41215was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-x3v8-c8qx-3j3r,2021
Heap buffer overflow in `Transpose`,2021-11-10 18:57:19+00:00,Moderate,"CVE-2021-41216was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-3ff2-r28g-w7h9,2021
Null pointer exception when `Exit` node is not preceded by `Enter` op,2021-11-10 18:55:11+00:00,Moderate,"CVE-2021-41217was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-5crj-c72x-m7gq,2021
Integer division by 0 in `tf.raw_ops.AllToAll`,2021-11-10 18:52:24+00:00,Moderate,"CVE-2021-41218was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-9crf-c6qr-r273,2021
Undefined behavior via `nullptr` reference binding in sparse matrix multiplication,2021-11-10 18:51:51+00:00,High,"CVE-2021-41219was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-4f99-p9c2-3j8x,2021
Use after free / memory leak in `CollectiveReduceV2`,2021-11-10 18:51:21+00:00,High,"CVE-2021-41220was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-gpfh-jvf9-7wg5,2021
Access to invalid memory during shape inference in `Cudnn*` ops,2021-11-10 18:50:17+00:00,High,"CVE-2021-41221was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-cqv6-3phm-hcwx,2021
Segfault due to negative splits in `SplitV`,2021-11-10 18:48:15+00:00,Moderate,"CVE-2021-41222was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-cpf4-wx82-gxp6,2021
Heap OOB in `FusedBatchNorm` kernels,2021-11-10 18:46:52+00:00,High,"CVE-2021-41223was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-f54p-f6jp-4rhr,2021
`SparseFillEmptyRows` heap OOB,2021-11-10 18:45:55+00:00,High,"CVE-2021-41224was published
                        fortensorflow(pip)Nov 10, 2021",https://github.com/advisories/GHSA-rg3m-hqc5-344v,2021
